ID,Sales_Person,Customer_Name,Car_Make,Car_Model,Car_Year,Sale_Price,Commission_Rate,Commission_Earned,Year,Month,Month_ID,Day,Day_ID,Day_Index,,,
216,Brian Carter,Kyle Obrien,Ford,Civic,2012,11859,0.076926803,912.27,2023,March,3,Wednesday,3,1,,,
217,Ann Morrow,Rose Harvey,Nissan,Silverado,2017,22321,0.11147749,2488.29,2022,October,10,Tuesday,2,4,,,
218,Sandra Stewart,Troy Price,Nissan,Silverado,2020,15120,0.141537369,2140.05,2022,October,10,Monday,1,31,,,
219,Joshua Shaw,Jeffrey Edwards,Nissan,F-150,2010,41114,0.123054438,5059.26,2023,March,3,Friday,5,17,,,
220,Tamara Johnson,Michelle Vance,Ford,Altima,2015,36639,0.089226497,3269.17,2022,September,9,Monday,1,12,,,
221,Jason Schultz,Peter Martinez,Nissan,Altima,2016,42955,0.132094384,5674.11,2023,April,4,Wednesday,3,12,,,
222,Jeffrey Garza,Scott Johnson,Honda,F-150,2010,31574,0.147850017,4668.22,2022,December,12,Sunday,7,25,,,
223,Sara Smith,Kerry Steele,Nissan,Altima,2021,38189,0.114580003,4375.7,2022,August,8,Thursday,4,11,,,
224,Eric Hanson,Logan Fischer,Ford,F-150,2013,35764,0.084701055,3029.25,2022,August,8,Saturday,6,20,,,
225,Nicole Williams,Richard Wolf,Ford,Civic,2012,31941,0.102854838,3285.29,2022,August,8,Wednesday,3,10,,,
226,Jessica Butler,Katelyn Blanchard,Honda,Civic,2018,49665,0.100477617,4990.22,2023,May,5,Monday,1,1,,,
227,Mrs. Beth Castro,Mary Spencer,Ford,F-150,2016,15048,0.081927573,1232.85,2022,December,12,Tuesday,2,13,,,
228,Heather Davidson,Rachel Madden,Honda,Civic,2011,17997,0.062692864,1128.28,2022,May,5,Wednesday,3,25,,,
229,Anna Gonzales,Krystal Garcia,Honda,Civic,2022,19514,0.114017744,2224.94,2023,April,4,Monday,1,3,,,
230,Charles York,Karen Pierce,Ford,F-150,2021,17163,0.089006219,1527.61,2023,January,1,Saturday,6,7,,,
231,Betty Young,Lynn Villarreal,Honda,Corolla,2015,44250,0.115044401,5090.71,2023,February,2,Wednesday,3,15,,,
232,Jason Solomon,Robert Holt,Honda,Silverado,2022,49731,0.066477398,3305.99,2022,November,11,Tuesday,2,8,,,
233,Mr. James Murray,Richard Hughes,Nissan,Silverado,2019,26837,0.115427479,3097.73,2022,November,11,Thursday,4,10,,,
234,Chad Davis,Jesse Dunn,Nissan,Corolla,2013,13194,0.118621261,1565.09,2023,April,4,Tuesday,2,18,,,
235,Jennifer Smith,Mrs. Jennifer Leonard,Chevrolet,Corolla,2018,47752,0.108961147,5203.11,2023,April,4,Thursday,4,20,,,
236,Lauren Hernandez,Amanda Combs,Ford,Civic,2012,29108,0.122976628,3579.6,2022,November,11,Monday,1,14,,,
237,Helen Castillo,Jennifer Schneider,Ford,F-150,2014,15193,0.068308868,1037.82,2022,November,11,Sunday,7,20,,,
238,Jordan Jones,Bryan Smith,Toyota,F-150,2019,25980,0.069979281,1818.06,2022,July,7,Friday,5,1,,,
239,Madison Lewis,Joseph Blackburn DDS,Ford,Silverado,2016,10801,0.077042174,832.13,2023,January,1,Thursday,4,26,,,
240,Joseph Ward,Jennifer Mcguire,Honda,Civic,2011,12149,0.060921948,740.14,2022,May,5,Tuesday,2,3,,,
241,Brittany Hartman,Michelle Valdez,Toyota,F-150,2020,14025,0.105809581,1483.98,2023,February,2,Thursday,4,9,,,
242,Anthony Raymond,Justin Cunningham,Toyota,Civic,2018,38986,0.108523922,4230.91,2022,September,9,Monday,1,5,,,
243,Hannah Smith,Steven Christensen,Chevrolet,Civic,2019,46671,0.089086219,4157.74,2022,December,12,Saturday,6,17,,,
244,David Diaz,Amy Sanchez,Chevrolet,F-150,2013,26168,0.136261663,3565.7,2022,May,5,Tuesday,2,24,,,
245,Eddie Atkins,Jeffrey Miller,Toyota,Silverado,2013,40575,0.068025603,2760.14,2022,December,12,Sunday,7,18,,,
246,Brian Moran,Matthew Peterson,Chevrolet,Civic,2013,14864,0.077744275,1155.59,2023,March,3,Thursday,4,23,,,
247,Daniel Mills,Stephen Owens,Chevrolet,Corolla,2014,31281,0.060223451,1883.85,2023,January,1,Thursday,4,26,,,
248,Paul Smith,Cheryl Patrick,Nissan,F-150,2021,41777,0.073421691,3067.34,2022,June,6,Wednesday,3,8,,,
249,Adrian Campos,Karen Davis,Nissan,F-150,2010,44912,0.141434796,6352.12,2023,March,3,Saturday,6,4,,,
250,Gina Hartman,Kevin Maddox,Chevrolet,Altima,2019,48805,0.134172683,6548.3,2022,October,10,Sunday,7,9,,,
251,Andrew Morrow,Holly Parks,Honda,Altima,2015,41763,0.145190267,6063.58,2022,October,10,Sunday,7,16,,,
252,Olivia Williams,Tyler Spears,Nissan,Silverado,2018,36439,0.054870704,1999.43,2022,July,7,Wednesday,3,6,,,
253,Amanda Green,Daryl Berg,Nissan,Civic,2016,33779,0.105844707,3575.33,2023,March,3,Sunday,7,19,,,
254,Randall Barron,Brandon Flores,Honda,Civic,2022,10331,0.066573597,687.77,2023,January,1,Sunday,7,15,,,
255,Christopher Wallace,Samantha Thomas,Nissan,F-150,2013,49619,0.090390252,4485.07,2023,February,2,Monday,1,27,,,
256,Stacy Ramsey,Michael Daniels MD,Chevrolet,Corolla,2022,18559,0.132882378,2466.16,2023,January,1,Friday,5,20,,,
257,Janet Cruz,Gerald Sanchez,Honda,Civic,2010,14861,0.054608159,811.53,2022,September,9,Monday,1,5,,,
258,Ronald Gibbs,Bryan Hall,Chevrolet,Corolla,2017,42367,0.058116735,2462.23,2022,May,5,Sunday,7,15,,,
259,Susan Clark,Jeffrey Taylor,Toyota,Altima,2018,46552,0.134066838,6241.08,2022,May,5,Friday,5,13,,,
260,Keith Alexander,Kent Patel,Ford,Corolla,2014,14938,0.11539971,1723.84,2023,January,1,Friday,5,27,,,
261,Travis Perry,Lisa Kim,Honda,Civic,2018,28004,0.074642117,2090.28,2022,October,10,Saturday,6,1,,,
262,Christopher Davis,Nicole Sullivan,Chevrolet,Silverado,2020,16746,0.061721075,1033.58,2023,January,1,Sunday,7,22,,,
263,Tracy Rodriguez,David Sullivan,Chevrolet,Corolla,2018,19443,0.12070207,2346.81,2022,September,9,Tuesday,2,20,,,
264,Amanda Butler,Sabrina Williams,Toyota,Corolla,2012,28564,0.061851657,1766.73,2022,September,9,Saturday,6,3,,,
265,Dawn Lozano,Sara Waters,Nissan,Altima,2014,43948,0.134158044,5895.98,2023,January,1,Thursday,4,5,,,
266,Jacob Bishop,Marc Caldwell,Nissan,Corolla,2021,21224,0.093014227,1974.13,2022,July,7,Saturday,6,2,,,
267,Michael Walton,Edgar Smith,Nissan,Corolla,2011,29018,0.145968717,4235.72,2022,December,12,Friday,5,16,,,
268,Jacqueline Mccoy,Anthony Washington,Honda,Altima,2018,26264,0.130195148,3419.45,2022,December,12,Friday,5,16,,,
269,John Newton,Carrie Hudson,Toyota,F-150,2016,45367,0.081734072,3708.03,2023,March,3,Monday,1,13,,,
270,Phillip Pierce,Mrs. Amber Rios MD,Nissan,F-150,2013,32139,0.087718849,2819.2,2023,April,4,Monday,1,24,,,
271,Kristen Martinez,Colleen Fischer,Chevrolet,Altima,2021,17832,0.051852876,924.64,2022,August,8,Wednesday,3,17,,,
272,Michelle Ochoa DDS,Sue Mcclain,Chevrolet,Corolla,2015,22227,0.091325746,2029.9,2022,September,9,Wednesday,3,14,,,
273,Kimberly Maldonado,Kristine Hernandez,Ford,Civic,2014,39908,0.108985073,4349.38,2023,January,1,Tuesday,2,3,,,
274,Bradley Clark,Lisa Bishop,Honda,Civic,2012,48628,0.103669909,5041.26,2023,April,4,Thursday,4,20,,,
275,Bruce Garrett,Jared Davis,Nissan,Altima,2020,19992,0.097282039,1944.86,2022,May,5,Saturday,6,28,,,
276,Stephanie Russell,Melissa Gillespie,Nissan,Silverado,2020,17787,0.126267494,2245.92,2022,June,6,Tuesday,2,14,,,
277,Caleb Maldonado,Brenda Stevens,Chevrolet,Corolla,2021,45774,0.103306273,4728.74,2022,October,10,Monday,1,3,,,
278,William Cain Jr.,Grace Wood,Honda,Corolla,2019,10629,0.137676163,1463.36,2022,May,5,Wednesday,3,11,,,
279,James Potts,Kristy Edwards,Honda,Altima,2020,29634,0.092690299,2746.78,2022,July,7,Sunday,7,17,,,
280,Charles Nguyen,William Walsh,Chevrolet,Civic,2014,11430,0.123751289,1414.48,2023,January,1,Sunday,7,8,,,
281,Jeffrey Smith,Harry Moore,Honda,Corolla,2020,46015,0.08245938,3794.37,2023,March,3,Sunday,7,5,,,
282,David Reed,Cynthia Allen,Chevrolet,F-150,2017,49235,0.055709734,2742.87,2022,December,12,Wednesday,3,7,,,
283,James Flynn,Chloe Alvarez,Nissan,Silverado,2016,45828,0.116175378,5324.09,2022,September,9,Thursday,4,15,,,
284,Mary Brown,Carmen Miller,Nissan,Corolla,2014,36442,0.084034188,3062.37,2023,March,3,Monday,1,27,,,
285,Jason Johnson,Eric Wheeler,Honda,Altima,2011,34105,0.134804589,4597.51,2022,June,6,Friday,5,17,,,
286,Jaime Maxwell,Jeffery Calderon,Toyota,F-150,2020,27759,0.083324035,2312.99,2023,February,2,Tuesday,2,7,,,
287,William Roberts,Jeffrey Bryant,Chevrolet,Silverado,2018,37933,0.087169394,3306.6,2022,September,9,Sunday,7,25,,,
288,Robert Holt,Jacob Hill,Nissan,Silverado,2010,43347,0.05313446,2303.22,2022,August,8,Monday,1,22,,,
289,Megan Carter,Tyrone Chandler,Nissan,Civic,2018,24483,0.141281529,3459,2022,December,12,Wednesday,3,7,,,
290,Robert Austin,Katherine Irwin,Ford,Corolla,2017,39180,0.119203609,4670.4,2022,June,6,Friday,5,17,,,
291,Luis Lawrence,Daniel Patrick,Nissan,Altima,2012,39628,0.101212128,4010.83,2022,October,10,Tuesday,2,18,,,
292,Alexandria Pearson,Raymond Smith,Nissan,Altima,2018,18666,0.131992553,2463.77,2022,December,12,Sunday,7,25,,,
293,Robin Mccormick,David George,Chevrolet,F-150,2012,23686,0.117141402,2774.61,2022,October,10,Monday,1,17,,,
294,Kyle Barber,Mr. Charles Tucker MD,Ford,Altima,2015,14228,0.142730501,2030.77,2022,May,5,Monday,1,23,,,
295,Anthony Patton,Cody Bowers,Nissan,F-150,2014,48401,0.060316268,2919.37,2022,July,7,Saturday,6,2,,,
296,Shane Reynolds,Molly Evans,Honda,F-150,2021,27821,0.095151857,2647.22,2022,May,5,Thursday,4,5,,,
297,James Carr,Tina Johnson,Honda,Corolla,2014,46240,0.133820196,6187.85,2023,April,4,Wednesday,3,19,,,
298,Jay Garza,Rachael Nguyen,Toyota,Corolla,2011,17172,0.085916876,1475.36,2023,March,3,Sunday,7,26,,,
299,Bobby Harrison,Dr. Mary Mccarthy,Honda,Corolla,2021,18275,0.084102408,1536.97,2022,August,8,Saturday,6,27,,,
300,Kathryn Alvarez,Nicole Miller,Honda,Silverado,2010,43334,0.140149772,6073.25,2023,February,2,Wednesday,3,22,,,
301,Tara Hubbard,Virginia Joyce,Toyota,Corolla,2016,14609,0.091409362,1335.4,2022,November,11,Wednesday,3,30,,,
302,Jessica Burke,Kelsey Bautista,Chevrolet,Silverado,2015,23542,0.128324383,3021.01,2022,August,8,Monday,1,1,,,
303,Juan Myers,Jose Robinson,Toyota,F-150,2010,26887,0.092313795,2482.04,2022,August,8,Tuesday,2,23,,,
304,Krystal Hart,Maureen Torres,Ford,Altima,2022,11137,0.121856998,1357.12,2022,December,12,Wednesday,3,21,,,
305,Valerie Sanchez,Carlos Fields,Nissan,Altima,2022,13508,0.146756353,1982.38,2023,April,4,Thursday,4,13,,,
306,Michelle Holland,Jennifer Mendoza,Chevrolet,Civic,2020,22111,0.072427181,1601.44,2022,December,12,Thursday,4,15,,,
307,Kevin Mitchell,Christie Odonnell,Chevrolet,F-150,2022,13280,0.122885977,1631.93,2022,December,12,Saturday,6,24,,,
308,Laura Davis,Shannon Evans,Honda,Corolla,2017,33902,0.135867342,4606.17,2022,May,5,Tuesday,2,3,,,
309,Adam Stevenson,Shannon Williams,Ford,Altima,2017,13057,0.134474213,1755.83,2022,November,11,Wednesday,3,16,,,
310,David Gomez,Linda Conrad,Nissan,Altima,2019,46164,0.144673804,6678.72,2023,February,2,Saturday,6,11,,,
311,Rebecca Pearson,Randall Thompson,Ford,F-150,2013,14744,0.085092622,1254.61,2022,August,8,Wednesday,3,10,,,
312,Timothy Boone,Kristin Santana,Honda,Altima,2013,37614,0.078974541,2970.55,2022,May,5,Friday,5,13,,,
313,Jessica Flores,Carol Turner,Ford,Civic,2014,27999,0.09029834,2528.26,2022,May,5,Friday,5,20,,,
314,Dawn Buck,Joseph Weber,Nissan,Civic,2021,10505,0.119399945,1254.3,2022,July,7,Monday,1,25,,,
315,Ashley Martinez,Evelyn Black,Honda,Civic,2017,40102,0.134844993,5407.55,2022,May,5,Sunday,7,1,,,
316,Joseph Patterson,James Velazquez,Honda,Corolla,2010,24327,0.095457332,2322.19,2022,July,7,Tuesday,2,19,,,
317,Gary Mcfarland,Rachel Greene,Nissan,Silverado,2011,26595,0.099464943,2645.27,2022,October,10,Friday,5,7,,,
318,Tyler Marshall,Ray Keller,Nissan,Corolla,2010,17117,0.061349816,1050.12,2022,October,10,Monday,1,31,,,
319,Carrie Gordon,Joseph Marquez,Honda,Silverado,2015,35989,0.105519996,3797.56,2023,January,1,Friday,5,20,,,
320,Johnny Patton,Jesus Mata,Ford,Silverado,2017,49305,0.138572482,6832.32,2022,May,5,Saturday,6,14,,,
321,Christina Avery,Courtney Miller,Nissan,Silverado,2017,21618,0.145337945,3141.92,2023,April,4,Wednesday,3,19,,,
322,Victoria Andrews,Andrew Montoya,Honda,Corolla,2018,23914,0.114920303,2748.2,2022,August,8,Thursday,4,18,,,
323,Brandon Cox,Kristin Coleman,Nissan,F-150,2013,31911,0.109377844,3490.36,2023,February,2,Friday,5,24,,,
324,Robert King,Joy Butler,Toyota,Altima,2012,48805,0.057622652,2812.27,2022,June,6,Friday,5,24,,,
325,Kristina Martin,Cody Cook,Nissan,F-150,2012,18657,0.065155127,1215.6,2022,June,6,Thursday,4,9,,,
326,Nathan Johnson,Dustin Miller,Toyota,Civic,2013,17896,0.092033934,1647.04,2022,August,8,Tuesday,2,23,,,
327,Donald Martinez,Eric Cruz,Toyota,Silverado,2011,19855,0.107606728,2136.53,2023,March,3,Sunday,7,12,,,
328,Lauren Haley,Brandon Christian,Toyota,Altima,2022,15427,0.063714667,982.93,2023,March,3,Tuesday,2,28,,,
329,James Sutton,Jessica Cole,Chevrolet,F-150,2020,25128,0.066174743,1662.84,2022,September,9,Friday,5,30,,,
330,Laura Henry,Jason Compton,Chevrolet,Altima,2021,10377,0.074615244,774.28,2023,February,2,Friday,5,17,,,
331,John Mcdowell,Anthony Escobar,Toyota,Altima,2014,16613,0.13885557,2306.81,2023,January,1,Sunday,7,29,,,
332,Hunter Young,Patricia Harris,Honda,Corolla,2014,38162,0.091034134,3474.04,2023,April,4,Monday,1,10,,,
333,Jennifer Carr,Daniel Clark,Toyota,Corolla,2013,42136,0.065321969,2752.41,2022,September,9,Saturday,6,3,,,
334,Michael Gray,Louis Cox,Honda,F-150,2021,49529,0.127133143,6296.78,2022,July,7,Saturday,6,9,,,
335,Diana Turner,Debra Bowers,Ford,F-150,2016,34789,0.067091858,2334.06,2022,November,11,Friday,5,11,,,
336,Jennifer Lambert,Michelle Murray,Chevrolet,F-150,2021,41600,0.093734727,3899.36,2023,January,1,Tuesday,2,17,,,
337,Kathy Moses,Thomas Brown,Honda,F-150,2013,30489,0.088113646,2686.5,2022,June,6,Thursday,4,30,,,
338,Caleb Young,Michael Rivers,Chevrolet,Silverado,2010,44208,0.122701629,5424.39,2022,October,10,Sunday,7,23,,,
339,Brian Ball,Tracy Powell,Nissan,Civic,2018,29270,0.129172594,3780.88,2023,March,3,Friday,5,24,,,
340,Steven Jones,Alexa Watson,Chevrolet,Corolla,2014,41472,0.077706568,3222.65,2022,June,6,Friday,5,10,,,
341,Monique Green,Audrey Perry,Toyota,Corolla,2022,26862,0.09513501,2555.52,2022,October,10,Friday,5,7,,,
342,Makayla Stephens,Brian Sims,Toyota,Corolla,2022,36580,0.099981559,3657.33,2023,April,4,Saturday,6,8,,,
343,Edward Shaffer,Jamie Palmer,Toyota,Silverado,2019,19542,0.111321567,2175.45,2022,May,5,Tuesday,2,31,,,
344,Tom Hunt,Tammy Wood,Chevrolet,F-150,2010,36750,0.102445532,3764.87,2022,November,11,Friday,5,18,,,
345,Megan Fox,Adam Hood,Honda,Civic,2012,31775,0.146271102,4647.76,2023,March,3,Wednesday,3,8,,,
346,Valerie Gonzalez,Christine Chavez,Nissan,Altima,2018,16766,0.130997235,2196.3,2022,July,7,Thursday,4,7,,,
347,Walter Robinson,Jeffrey Gillespie,Honda,Civic,2020,19526,0.128314718,2505.47,2023,February,2,Wednesday,3,1,,,
348,John Knapp,David Mcintyre,Toyota,Corolla,2012,29669,0.12189902,3616.62,2022,November,11,Wednesday,3,23,,,
349,Natalie Bird MD,Kristine Mitchell,Chevrolet,Silverado,2022,43020,0.052789004,2270.98,2022,October,10,Tuesday,2,4,,,
350,John Webster,Dennis Gray,Ford,Corolla,2022,28185,0.146357841,4125.1,2022,September,9,Sunday,7,11,,,
351,Melissa Cooper,Clinton Rodriguez,Honda,Silverado,2021,46440,0.14597513,6779.09,2022,December,12,Friday,5,2,,,
352,Timothy Duffy,Betty Martinez,Ford,Altima,2019,24588,0.100134169,2462.1,2022,November,11,Monday,1,21,,,
353,Laura Fletcher,Tammy Rowe,Chevrolet,Civic,2020,23289,0.078215534,1821.56,2022,December,12,Saturday,6,10,,,
354,Angela Brennan,Dennis Deleon,Honda,Silverado,2010,34963,0.11680609,4083.89,2022,May,5,Wednesday,3,11,,,
355,Robert Gordon,Jennifer Cohen,Chevrolet,F-150,2019,26875,0.115654698,3108.22,2023,January,1,Tuesday,2,24,,,
356,Christopher Black,Jamie James,Toyota,Silverado,2019,49513,0.128371928,6356.08,2022,June,6,Saturday,6,25,,,
357,Michelle Moore,Sharon Brooks,Ford,Civic,2019,10371,0.104990942,1088.86,2022,June,6,Saturday,6,4,,,
358,Regina Graham,Steven Scott,Chevrolet,Silverado,2013,44997,0.142399593,6407.55,2022,June,6,Thursday,4,2,,,
359,George Neal,John Watson,Honda,Silverado,2013,11336,0.080310339,910.4,2022,June,6,Tuesday,2,14,,,
360,Lindsey Knight,Haley Sanders,Nissan,Altima,2019,13649,0.123331663,1683.35,2023,January,1,Friday,5,6,,,
361,Edwin Larson,Elizabeth Kim,Chevrolet,Altima,2021,25162,0.13148398,3308.4,2023,March,3,Tuesday,2,28,,,
362,Christopher Taylor,Denise Carter,Chevrolet,F-150,2017,29518,0.072624228,2143.72,2022,October,10,Tuesday,2,4,,,
363,Mrs. Rose Friedman,Samuel Hunt,Chevrolet,Silverado,2020,47731,0.0753647,3597.23,2022,August,8,Thursday,4,25,,,
364,Michael Joyce,James Phillips,Chevrolet,Silverado,2021,31296,0.129784236,4061.73,2023,January,1,Tuesday,2,31,,,
365,Tammy Fisher,Jonathan Mcdonald,Chevrolet,Silverado,2010,36738,0.08356313,3069.94,2022,December,12,Tuesday,2,20,,,
366,Kathy Evans,Claudia Ali,Toyota,Altima,2022,43019,0.146540852,6304.04,2023,January,1,Tuesday,2,3,,,
367,Cheryl Mccoy,Emily Smith,Nissan,Civic,2019,33094,0.118679837,3927.59,2023,March,3,Thursday,4,30,,,
368,Leonard Mahoney,Tyler Parks,Nissan,Corolla,2020,47528,0.065485127,3112.38,2022,August,8,Wednesday,3,24,,,
369,Katherine Harris,Lori Byrd,Ford,Altima,2022,33493,0.146898115,4920.06,2022,November,11,Wednesday,3,16,,,
370,Joseph Morgan,Leslie Griffith,Ford,Corolla,2018,21431,0.062516718,1339.8,2022,June,6,Wednesday,3,15,,,
371,Laura Huff,Michael Lewis,Chevrolet,Altima,2017,26262,0.123232015,3236.32,2023,April,4,Monday,1,3,,,
372,Kathleen Rodriguez,Robert Henry,Honda,Civic,2022,17386,0.082211271,1429.33,2023,March,3,Tuesday,2,14,,,
373,Michael Houston,Tracy Bailey,Ford,F-150,2022,10465,0.125445592,1312.79,2022,October,10,Monday,1,3,,,
374,Charles Cruz,Debra Hudson,Toyota,Altima,2015,18282,0.148180712,2709.04,2022,August,8,Thursday,4,25,,,
375,Jose Mcclure,Edward Owens,Toyota,F-150,2020,47729,0.062199788,2968.73,2022,November,11,Sunday,7,20,,,
376,Hayley Day,Anthony Glover,Honda,F-150,2015,48916,0.099833576,4883.46,2023,April,4,Wednesday,3,12,,,
377,Scott Tanner,Nicole Ruiz,Nissan,Altima,2019,22608,0.080696375,1824.38,2022,July,7,Friday,5,8,,,
378,Hunter King,Toni Acosta,Toyota,Civic,2016,48163,0.131807447,6348.24,2023,April,4,Saturday,6,1,,,
379,Tyler Wise,Beverly Patterson,Toyota,Altima,2018,32878,0.132901294,4369.53,2023,April,4,Thursday,4,20,,,
380,Kimberly Rasmussen,Brian Lamb,Nissan,Civic,2016,45824,0.105823117,4849.24,2022,August,8,Monday,1,8,,,
381,Breanna Sanchez,Sue Brown,Chevrolet,F-150,2020,48891,0.084095274,4111.5,2023,February,2,Monday,1,13,,,
382,Shawn Mullen,Jeremy Jones,Nissan,Civic,2018,16314,0.149343526,2436.39,2023,February,2,Sunday,7,19,,,
383,Cheryl Reyes,Alex Grimes,Honda,Silverado,2015,28434,0.132392381,3764.44,2023,February,2,Saturday,6,25,,,
384,Matthew Campos,Brandon Kim,Chevrolet,Silverado,2016,19018,0.067879558,1290.93,2022,May,5,Tuesday,2,10,,,
385,Madison Martin,George Cohen,Honda,Silverado,2017,29604,0.06063568,1795.06,2022,June,6,Friday,5,17,,,
386,Tyler Freeman,Shannon Sutton,Honda,Altima,2021,27067,0.104673188,2833.19,2022,May,5,Saturday,6,14,,,
387,Denise Morales,Amanda Haynes,Toyota,Corolla,2014,35004,0.050327935,1761.68,2023,February,2,Thursday,4,2,,,
388,Matthew Ortiz,Mr. Kyle Patrick MD,Honda,Civic,2022,31238,0.098555281,3078.67,2022,October,10,Sunday,7,16,,,
389,Michele Michael,Jose Hubbard,Honda,Civic,2016,46704,0.099313033,4638.32,2022,August,8,Tuesday,2,30,,,
390,Anna Johnson,Damon Baker,Chevrolet,Civic,2012,28865,0.124313596,3588.31,2023,February,2,Wednesday,3,1,,,
391,Mary Campbell,Nicole Montoya,Chevrolet,F-150,2015,19675,0.108810756,2140.85,2022,October,10,Friday,5,28,,,
392,Carl Miller,Amy Burns,Honda,Corolla,2012,25187,0.08328041,2097.58,2023,February,2,Thursday,4,23,,,
393,Ashley English,Adrian Miller,Chevrolet,Corolla,2022,45561,0.116254342,5296.66,2022,September,9,Thursday,4,8,,,
394,Ronald Williams,George Ware,Chevrolet,Altima,2016,37877,0.093223286,3531.02,2022,October,10,Tuesday,2,4,,,
395,Mark Mayo,Jesse Walker,Chevrolet,F-150,2014,15751,0.102110742,1608.35,2022,June,6,Thursday,4,9,,,
396,Darin Lopez,Lisa Spears,Toyota,Civic,2014,32653,0.116624065,3808.13,2022,September,9,Tuesday,2,27,,,
397,Becky Stafford,Seth Horne,Nissan,Silverado,2016,24664,0.124724337,3076.2,2022,June,6,Wednesday,3,1,,,
398,Samuel Martinez,Raymond Castillo,Ford,F-150,2014,31352,0.096847637,3036.37,2023,March,3,Thursday,4,23,,,
399,Shaun Johnson,Zachary Freeman,Toyota,Civic,2012,46092,0.079424325,3660.83,2022,May,5,Tuesday,2,24,,,
400,Jason Moreno,Victor Klein,Chevrolet,Corolla,2015,48121,0.098793953,4754.06,2023,January,1,Sunday,7,22,,,
401,Deanna Rodriguez,Christopher Cruz,Toyota,Corolla,2014,32968,0.118714078,3913.77,2022,September,9,Friday,5,23,,,
402,Rita Wood,Jennifer May,Nissan,Corolla,2013,24363,0.103023536,2509.96,2022,May,5,Sunday,7,8,,,
403,Jennifer Wallace,Michael Smith,Ford,Corolla,2011,13261,0.124442405,1650.23,2022,June,6,Monday,1,13,,,
404,Matthew Walker,Mary Perry,Chevrolet,Corolla,2019,45162,0.133706822,6038.47,2023,February,2,Tuesday,2,14,,,
405,Yolanda Peterson,Joshua Austin,Toyota,Corolla,2014,25880,0.118282505,3061.15,2022,May,5,Saturday,6,14,,,
406,Kenneth Fields,Audrey Gomez,Honda,Civic,2018,28160,0.092253837,2597.87,2023,March,3,Thursday,4,16,,,
407,James Jordan,Adam Kelly,Toyota,Silverado,2019,19445,0.067242305,1307.53,2022,May,5,Thursday,4,19,,,
408,Deborah Whitney,Sarah Watkins,Ford,Civic,2013,45334,0.136882742,6205.44,2023,April,4,Tuesday,2,4,,,
409,Eugene Ruiz,Sonya Oliver,Honda,Altima,2018,22040,0.098022631,2160.42,2022,October,10,Wednesday,3,19,,,
410,David Wood,Brent Mays,Toyota,Altima,2013,24034,0.091313069,2194.62,2022,September,9,Wednesday,3,21,,,
411,Eric Watkins,Lisa Richardson,Ford,Civic,2013,38593,0.097747351,3772.36,2023,February,2,Monday,1,13,,,
412,John Garcia,Cheryl Sullivan,Ford,Corolla,2021,30642,0.136384243,4179.09,2023,February,2,Wednesday,3,22,,,
413,Christopher Oneill,Phillip Cox,Toyota,Altima,2022,18209,0.0972776,1771.33,2022,June,6,Thursday,4,23,,,
414,Brian Ross,Craig Johnson,Ford,Silverado,2022,32876,0.126175185,4148.14,2023,February,2,Saturday,6,11,,,
